Company,Address,City,State,ZIP Code,map
"ELITE LABOR SERVICES, LTD./ELITE STAFFING, INC.","301 E. CASS ST.
",JOLIET,IL,60432,"301 E. CASS ST.
JOLIET, IL 60432
(41.52796771800047, -88.07479999799966)"
"RON'S STAFFING SERVICES, INC.",188 BOLINGBROOK DRIVE,BOLINGBROOK,IL,60440,"188 BOLINGBROOK DRIVE
BOLINGBROOK, IL 60440
(41.696420368000474, -88.06818388599964)"
"RANDSTAD US, L.P.",4000 ROCK CREEK BLVD.,JOLIET,IL,60431,"4000 ROCK CREEK BLVD.
JOLIET, IL 60431
(41.49052654700046, -88.17821697799968)"
"FLEXICORPS, INC.",1050 BUSSE HWY.,BENSENVILLE,IL,60106,"1050 BUSSE HWY.
BENSENVILLE, IL 60106
(41.98772623700046, -87.95937557299965)"
"UNIQUE PERSONNEL CONSULTANTS, INC.",834 W. NORTH AVE.,FLORA,IL,62839,"834 W. NORTH AVE.
FLORA, IL 62839
(38.667604955000456, -88.49710797499966)"
"CROWN SERVICES, INC.",727 N. CENTER STREET,JOLIET,IL,60435,"727 N. CENTER STREET
JOLIET, IL 60435
(41.53749839900047, -88.09176584199969)"
"MID-WEST TEMP GROUP, INC.",12410 HORSESHOE DR.,NEW LENOX,IL,60451,"12410 HORSESHOE DR.
NEW LENOX, IL 60451
(41.49593107700048, -87.91799957199964)"
"C.C. STAFF, INC./CONVENTION CONNECTION","500 N DEARBORN ST., SUITE 1028B",CHICAGO,IL,60654,"500 N DEARBORN ST., SUITE 1028B
CHICAGO, IL 60654
(41.89112900800046, -87.62966690699966)"
USCADEN CORPORATION/MANPOWER,747 E. ETNA ROAD - SUITE B,OTTAWA,IL,61350,"747 E. ETNA ROAD - SUITE B
OTTAWA, IL 61350
(41.37360582600047, -88.82706607399967)"
"QUALITY LABOR SERVICES, LLC",2001 N. RAND RD.,PALATINE,IL,60076,"2001 N. RAND RD.
PALATINE, IL 60076
(42.14553189100047, -88.02852037899964)"
"ELITE LABOR SERVICES, LTD./ELITE STAFFING, INC.",3701-B NAMEOKI RD,GRANITE CITY,IL,62040,"3701-B NAMEOKI RD
GRANITE CITY, IL 62040
(38.72765660800047, -90.12351274699967)"
"CBS PERSONNEL SERVICES, LLC","256 N. OAK ST., SUITE E",CRYSTAL LAKE,IL,60014,"256 N. OAK ST., SUITE E
CRYSTAL LAKE, IL 60014
(42.24844050000047, -88.33574792899964)"
"ACCURATE PERSONNEL, L.L.C.",236 E. IRVING PARK RD.,WOOD DALE,IL,60109,"236 E. IRVING PARK RD.
WOOD DALE, IL 60109
(41.962579905000496, -87.97278186099965)"
KELLY SERVICES,2775 SANDERS RD. #A1,NORTHBROOK,IL,60093,"2775 SANDERS RD. #A1
NORTHBROOK, IL 60093
(42.1032402240005, -87.87550646499966)"
"PEOPLE 4 U, INC.","263 N. CONVENT, SUITE 2",BOURBONNAIS,IL,60468,"263 N. CONVENT, SUITE 2
BOURBONNAIS, IL 60468
(41.33402366500047, -87.80292948499965)"
"BARTON STAFFING SOLUTION, INC.",1119 N. 25TH AVENUE,MELROSE PARK,IL,60160,"1119 N. 25TH AVENUE
MELROSE PARK, IL 60160
(41.89711027700048, -87.86409353799968)"
"SOURCE ONE STAFFING, INC.",810 LAFOX STREET,SOUTH ELGIN,IL,60177,"810 LAFOX STREET
SOUTH ELGIN, IL 60177
(41.984831632000464, -88.29746757599969)"
"VERSANT SUPPLY CHAIN, INC.",4105 S. MENDENHALL,MEMPHIS,TN,38115,"4105 S. MENDENHALL
MEMPHIS, TN 38115
(35.036639384000466, -89.88480402899967)"
PARALLEL EMPLOYMENT GRP OF ILLINOIS,"1126 S. 70TH ST., SUITE S406A",WEST ALLIS,WI,53214,"1126 S. 70TH ST., SUITE S406A
WEST ALLIS, WI 53214
(43.01969839500049, -87.99995360499969)"
"EAM VENTURES, INC./EXPRESS EMPLOYMENT PROFESSIONALS",9219 BROADWAY,BROOKFIELD,IL,60513,"9219 BROADWAY
BROOKFIELD, IL 60513
(41.82680609400046, -87.85240223099964)"
"LABOR NETWORK, INC.",565 DUNDEE AVE.,ELGIN,IL,60120,"565 DUNDEE AVE.
ELGIN, IL 60120
(42.048139078000474, -88.27438603799965)"
"ATTERRO, INC. / PRO STAFF",50 S. 10TH ST.,MINNEAPOLIS,MN,55403,"50 S. 10TH ST.
MINNEAPOLIS, MN 55403
(44.974461980000456, -93.2757314919997)"
"UNIQUE PERSONNEL CONSULTANTS, INC.",1145 S. BROADWAY,SALEM,IL,62881,"1145 S. BROADWAY
SALEM, IL 62881
(38.617247199000474, -88.94561358699968)"
"LABOR READY MIDWEST, INC.","1608 NORTHBROOK DR.,STE. 101",NORMAL,IL,61761,"1608 NORTHBROOK DR.,STE. 101
NORMAL, IL 61761
(40.52988117900048, -88.99880691899966)"
"VALUE TEMPS, INC.",517 W. MAIN STREET,OTTAWA,IL,61350,"517 W. MAIN STREET
OTTAWA, IL 61350
(41.34569500400045, -88.84732984899966)"
"CLP RESOURCES, INC.","9270 SIEGEN LN., #103",BATON ROUGE,LA,70810,"9270 SIEGEN LN., #103
BATON ROUGE, LA 70810
(30.364985785000442, -91.07653679299966)"
"THE PLUS GROUP, INC.","53 W. Jackson, Ste 1219",Chicago,IL,60604,"53 W. Jackson, Ste 1219
Chicago, IL 60604
(41.87815143300048, -87.62957096999969)"
"Deo Tek, Inc.","847 S. Randall Rd., Suite 215",Elgin,IL,60123,"847 S. Randall Rd., Suite 215
Elgin, IL 60123
(42.0124281300005, -88.33615891599965)"
"AEROTEK, INC./AEROTEK OF MARYLEND",131 N. WILLIAMSBURG DR.,BLOOMINGTON,IL,61704,"131 N. WILLIAMSBURG DR.
BLOOMINGTON, IL 61704
(40.48031274100049, -88.94621496099967)"
"LABOR READY MIDWEST, INC.",4777 S. PACKARD AVE.,CUDAHY,WI,53110,"4777 S. PACKARD AVE.
CUDAHY, WI 53110
(42.95722206700049, -87.86010400699968)"
"ELITE LABOR SERVICES, LTD./ELITE STAFFING, INC.",456 INTERNATIONAL PARKWAY N,MINOOKA,IL,60447,"456 INTERNATIONAL PARKWAY N
MINOOKA, IL 60447
(41.45544039800046, -88.30114777199964)"
"STAFFMARK INVESTMENT, LLC",1700 N. EDGELAWN DR.,AURORA,IL,60506,"1700 N. EDGELAWN DR.
AURORA, IL 60506
(41.7910689040005, -88.35926793299967)"
"NEXUS EMPLOYMENT SOLUTIONS PLUS, INC.",150 ANTON DR.,ROMEOVILLE,IL,60446,"150 ANTON DR.
ROMEOVILLE, IL 60446
(41.66829656300047, -88.07715105199969)"
SAN DIEGO PERSONNEL/GOOD PEOPLE EMPLOYMENT SERVICES,"801 1ST STREET, EAST BLDG. E",MILAN,IL,61264,"801 1ST STREET, EAST BLDG. E
MILAN, IL 61264
(41.44470964800047, -90.56694457999964)"
"KANE COUNTY PERSONNEL,INC/MANPOWER",110 COUNTRYSIDE PKWY - STE B,YORKVILLE,IL,60560,"110 COUNTRYSIDE PKWY - STE B
YORKVILLE, IL 60560
(41.661118296000495, -88.44819592299967)"
"EXACT STAFF, INC.",21031 VENTURA BLVD.,WOODLAND HILLS,CA,91364,"21031 VENTURA BLVD.
WOODLAND HILLS, CA 91364
(34.16678768400044, -118.5916559579997)"
"ASG STAFFING, INC.",229 W. GRAND AVE. UNIT B,BENSENVILLE,IL,60106,"229 W. GRAND AVE. UNIT B
BENSENVILLE, IL 60106
(41.93107017000045, -87.94740190099964)"
"ELITE LABOR SERVICES, LTD./ELITE STAFFING, INC.",3501 W. 48TH PL.,CHICAGO,IL,60632,"3501 W. 48TH PL.
CHICAGO, IL 60632
(41.80557199900045, -87.71261110899968)"
"UNIQUE PERSONNEL CONSULTANTS, INC.","1111 W. MORTON, SUITE 12",JACKSONVILLE,IL,62650,"1111 W. MORTON, SUITE 12
JACKSONVILLE, IL 62650
(39.72320351600047, -90.24658074499968)"
"SEATON, LLC",7450 N. MCCORMICK,SKOKIE,IL,60076,"7450 N. MCCORMICK
SKOKIE, IL 60076
(42.014540931000454, -87.71144801799966)"
"THE WORKPLACE, INC.",4701 E. STATE ST.,ROCKFORD,IL,61108,"4701 E. STATE ST.
ROCKFORD, IL 61108
(42.263532247000455, -89.02477818999967)"
"ELITE LABOR SERVICES, LTD./ELITE STAFFING, INC.",100 PROLOGIS PKWY.,MORRIS,IL,60450,"100 PROLOGIS PKWY.
MORRIS, IL 60450
(41.4055483300005, -88.42455140399966)"
"MANPOWER, INC./MANPOWER","1149 BROOK FOREST AVE., SUITE 205",SHOREWOOD,IL,60404,"1149 BROOK FOREST AVE., SUITE 205
SHOREWOOD, IL 60404
(41.54268676300046, -88.19961893399966)"
USCADEN CORPORATION/MANPOWER,1513 River Dr.,Moline,IL,61265,"1513 River Dr.
Moline, IL 61265
(41.50823371500047, -90.51746033399968)"
"UNISTAFF, INC.",7001 S. HARLEM AVE.,BEDFORD PARK,IL,60638,"7001 S. HARLEM AVE.
BEDFORD PARK, IL 60638
(41.76448483200045, -87.80039480799968)"
ELITE STAFFING IN AURORA,1660 N. FARNSWORTH,AURORA,IL,60505,"1660 N. FARNSWORTH
AURORA, IL 60505
(41.79075858900046, -88.28199705399965)"
T.D. APRIL & CO./EXPRESS EMPLOYMENT,306 W. MAIN ST.,CARPENTERSVILLE,IL,60110,"306 W. MAIN ST.
CARPENTERSVILLE, IL 60110
(42.10799492700045, -88.29755914099968)"
"PROFESSIONAL EDGE STAFFING, INC.",2310 JERSEY RIDGE RD.,DAVENPORT,IA,52803,"2310 JERSEY RIDGE RD.
DAVENPORT, IA 52803
(41.54293036400048, -90.54185760099966)"
SPECIAL PROJECT STAFFING BY SALEM,TWO TRANS AM PLAZA DRIVE,OAK BROOK TER,IL,60181,"TWO TRANS AM PLAZA DRIVE
OAK BROOK TER, IL 60181
(41.87780110400047, -87.97721634499965)"
"STAFFING NETWORK HOLDINGS, LLC",1190 LAKE ST.,HANOVER PARK,IL,60133,"1190 LAKE ST.
HANOVER PARK, IL 60133
(41.991643525000484, -88.15938336499966)"
"LOKAN AND ASSOC., INC./OPTI STAFFING","33400 8TH AVE. S, SUITE 231",FEDERAL WAY,WA,98003,"33400 8TH AVE. S, SUITE 231
FEDERAL WAY, WA 98003
(47.30355143200046, -122.32475499599968)"
"TOTAL STAFFING SOLUTIONS, INC.",3148 S. ASHLAND AVE.,CHICAGO,IL,60608,"3148 S. ASHLAND AVE.
CHICAGO, IL 60608
(41.83645903200045, -87.66574757499967)"
"CROWN SERVICES, INC.",947 W. WISE RD.,SCHAUMBURG,IL,60193,"947 W. WISE RD.
SCHAUMBURG, IL 60193
(42.00443275600048, -88.10313766699966)"
"KANE COUNTY PERSONNEL,INC/MANPOWER","2511 TECHNOLOGY DR, SUITE 112",ELGIN,IL,60123,"2511 TECHNOLOGY DR, SUITE 112
ELGIN, IL 60123
(42.09086328100045, -88.33956241999965)"
ELITE STAFFING IN WHEELING/WESTERN,2275 DIEHL RD.,NAPERVILLE,IL,60540,"2275 DIEHL RD.
NAPERVILLE, IL 60540
(41.798093777000474, -88.24059670599968)"
"MANPOWER, INC./MANPOWER",100 MANPOWER PLACE,MILWAUKEE,WI,53212,"100 MANPOWER PLACE
MILWAUKEE, WI 53212
(43.04930935400046, -87.91228607699969)"
"LABOR READY MIDWEST, INC.",802 E. WOOD STREET,DECATUR,IL,62521,"802 E. WOOD STREET
DECATUR, IL 62521
(39.840455260000454, -88.94608104699967)"
"CBS PERSONNEL SERVICES, LLC","435 ELM ST., SUITE 300",CINCINNATI,OH,45202,"435 ELM ST., SUITE 300
CINCINNATI, OH 45202
(39.100101044000496, -84.51608394899966)"
"REAL TIME STAFFING SERVICES, INC./SELECTREMEDY","715 S. 42ND STREET, SUITE B",MT. VERNON,IL,62864,"715 S. 42ND STREET, SUITE B
MT. VERNON, IL 62864
(38.30838010400049, -88.94221536899965)"
"ELITE LABOR SERVICES, LTD./ELITE STAFFING, INC.",7200 S. Mason,Bedford Park,IL,60638,"7200 S. Mason
Bedford Park, IL 60638
(41.76240362800047, -87.76923143499965)"
"TS STAFFING SERVICES, INC./CORPORATE RESOURCE SERVICES-CRS",418 S. MAIN ST.,PRINCETON,IL,61356,"418 S. MAIN ST.
PRINCETON, IL 61356
(41.3714507790005, -89.46508778699967)"
"UNIQUE PERSONNEL CONSULTANTS, INC.",217 W. CLAY ST.,TROY,IL,62294,"217 W. CLAY ST.
TROY, IL 62294
(38.73017795900046, -89.88697268299967)"
"TEMPORARY RESOURCES, INC.",3199 WESTWAY DR.,EDWARDSVILLE,IL,62025,"3199 WESTWAY DR.
EDWARDSVILLE, IL 62025
(38.76809127900049, -90.05287335599968)"
"AEROTEK, INC./AEROTEK OF MARYLEND, INC.",7301 PARKWAY DRIVE,HANOVER,MD,21076,"7301 PARKWAY DRIVE
HANOVER, MD 21076
(39.17383498100048, -76.73725608599966)"
"ROTH STAFFING COMPANIES, L.P.","333 CITY BLVD. WEST, SUITE 100",ORANGE,CA,92868,"333 CITY BLVD. WEST, SUITE 100
ORANGE, CA 92868
(33.787513686000466, -117.89379947699967)"
LADIES AT WORK,5945 S. PULASKI RD.,CHICAGO,IL,60629,"5945 S. PULASKI RD.
CHICAGO, IL 60629
(41.784971133000454, -87.72287339599967)"
USCADEN CORPORATION/MANPOWER,128 W. COURT ST.,PARIS,IL,61944,"128 W. COURT ST.
PARIS, IL 61944
(39.61116323900046, -87.69534099199967)"
USCADEN CORPORATION/MANPOWER,"1402 W. MAIN ST., Ste B",SALEM,IL,62881,"1402 W. MAIN ST., Ste B
SALEM, IL 62881
(38.625122958000475, -88.96374546199968)"
KELLY SERVICES,1 BAXTER PKWY.,DEERFIELD,IL,60015,"1 BAXTER PKWY.
DEERFIELD, IL 60015
(42.15987250000046, -87.88055177699965)"
"L.A. LEASING, INC./SEDONA STAFFING","7501 N. UNIVERSITY ST., STE 104",PEORIA,IL,61604,"7501 N. UNIVERSITY ST., STE 104
PEORIA, IL 61604
(40.778871309000465, -89.62157729399968)"
"ACTION MANAGEMENT GROUP, LLC",26 PIPER LN.,PROSPECT HEIGHTS,IL,60070,"26 PIPER LN.
PROSPECT HEIGHTS, IL 60070
(42.10784485400046, -87.90389651599969)"
QUALITY ASSURANCE HUMAN RESOURCES,60 S. BROADWAY ST.,AURORA,IL,60505,"60 S. BROADWAY ST.
AURORA, IL 60505
(41.75568822200046, -88.31424852599969)"
DICKEY STAFFING SOLUTIONS,1880 WINDSOR ROAD,LOVES PARK,IL,61111,"1880 WINDSOR ROAD
LOVES PARK, IL 61111
(42.325497001000485, -89.03020041699966)"
"PREMIER EMPLOYEE SOLUTIONS, LLC","400 CROSSROADS WEST PARKWAY, STE. A",BOLINGBROOK,IL,60440,"400 CROSSROADS WEST PARKWAY, STE. A
BOLINGBROOK, IL 60440
(41.70236281700045, -88.07605653099967)"
"SKYLINE STAFFING, INC.",1219 E. New York St.,Aurora,IL,60505,"1219 E. New York St.
Aurora, IL 60505
(41.75536250900046, -88.28548395499968)"
VOLT MANAGEMENT/VOLT WORKFORCE,"311 S. WACKER DR., STE 2300",CHICAGO,IL,60606,"311 S. WACKER DR., STE 2300
CHICAGO, IL 60606
(41.87756988700045, -87.63661346899966)"
"LABOR SOURCE, LLC",930 E. OLD 56 HWY.,OLATHE,KS,66061,"930 E. OLD 56 HWY.
OLATHE, KS 66061
(38.893303726000454, -94.83442581499969)"
"ALLSTAFF, INC.",4128 N. MILWAUKEE AVE.,CHICAGO,IL,60641,"4128 N. MILWAUKEE AVE.
CHICAGO, IL 60641
(41.955858108000484, -87.75037959599968)"
"RANDSTAD US, L.P.",213 E. STEPHENSON,FREEPORT,IL,61032,"213 E. STEPHENSON
FREEPORT, IL 61032
(42.299623574000464, -89.61703982199964)"
"REAL TIME STAFFING SERVICES, INC./SELECTREMEDY",26453 CENTER POINT DR.,ELWOOD,IL,60421,"26453 CENTER POINT DR.
ELWOOD, IL 60421
(41.4056093260005, -88.13122426299964)"
"REAL TIME STAFFING SERVICES, INC./SELECTREMEDY",514 E. CHAIN OF ROCKS RD.,GRANITE CITY,IL,62040,"514 E. CHAIN OF ROCKS RD.
GRANITE CITY, IL 62040
(38.76157743200048, -90.08493739799968)"
KELLY SERVICES,RTE. 120 & WILSON RD.,ROUND LAKE,IL,60073,"RTE. 120 &amp; WILSON RD.
ROUND LAKE, IL 60073
(42.3643722000005, -88.09746871799967)"
KELLY SERVICES,211 S. PROSPECT RD.,BLOOMINGTON,IL,61704,"211 S. PROSPECT RD.
BLOOMINGTON, IL 61704
(40.4779082660005, -88.95031927399964)"
"REAL TIME STAFFING SERVICES, INC./SELECTREMEDY",609 KIRK RD.,ST. CHARLES,IL,60174,"609 KIRK RD.
ST. CHARLES, IL 60174
(41.90986636800045, -88.27763605699965)"
ASSURED STAFFING CONSULTANTS,431 S PHELPS AVE.,ROCKFORD,IL,61108,"431 S PHELPS AVE.
ROCKFORD, IL 61108
(42.263153884000474, -89.00460938299966)"
"STAFFING NETWORK HOLDINGS, LLC","450 E. DEVON AVE., STE.250",ITASCA,IL,60143,"450 E. DEVON AVE., STE.250
ITASCA, IL 60143
(41.992512098000475, -88.00926069499968)"
