Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location
LONG BRANCH BEER & WINE,649 UNIVERSITY BLVD,SILVER SPRING,MD,20901,ABW041,Off Premise,"LONG BRANCH BEER & WINE, INC.","649 UNIVERSITY BLVD
SILVER SPRING, MD 20901
(38.999923, -76.995534)"
TEX'S PLACE,14630 SOUTHLAWN LANE,ROCKVILLE,MD,20850,BBWHR071,On Premise,S & K TEX'S PLACE INC,"14630 SOUTHLAWN LANE
ROCKVILLE, MD 20850
(39.094975, -77.14065)"
"MILESTONE BEER, WINE & DELI","21030 FREDERICK ROAD, UNIT D",GERMANTOWN,MD,20876,ABWS020,Off Premise,"KAMDJOU, INC.","21030 FREDERICK ROAD, UNIT D
GERMANTOWN, MD 20876
(39.201403, -77.245551)"
BETHESDA CRAB HOUSE,4958 BETHESDA AVE,BETHESDA,MD,20814,BBWHR079,On Premise,MAINE AVENUE SEAFOOD INC,"4958 BETHESDA AVE
BETHESDA, MD 20814
(38.980778, -77.10029)"
BETHESDA CURRY KITCHEN,4860 CORDELL AVENUE,BETHESDA,MD,20814,BBWLHR337,On Premise,"BHAIRAVI, LLC","4860 CORDELL AVENUE
BETHESDA, MD 20814
(38.989858, -77.097636)"
SUMA,4921 BETHESDA AVE,BETHESDA,MD,20814,BBWLHR24689,On Premise,"BETHESDA AVENUE REST. GROUP, LLC","4921 BETHESDA AVE
BETHESDA, MD 20814
(38.980808, -77.099271)"
VUK,4924 ST. ELMO AVE,BETHESDA,MD,20814,BBWLHR25767,On Premise,"CALZONEZONE, LLC","4924 ST. ELMO AVE
BETHESDA, MD 20814
(38.988282, -77.097987)"
LA MADELEINE - BETHESDA,7607 OLD GEORGETOWN ROAD,BETHESDA,MD,20817,BBWLHR047,On Premise,"LA MADELEINE OF MARYLAND, LLC","7607 OLD GEORGETOWN ROAD
BETHESDA, MD 20817
(38.985743, -77.095856)"
COLESVILLE BEER & WINE,13468 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,ABWS038,Off Premise,BYUNG HUN PARK,"13468 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.076971, -77.001803)"
CHEESESTEAK MIKE'S,10222 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,BBWHR126,On Premise,"DJS OH, LLC","10222 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903
(39.022912, -76.978095)"
HUNAN CITY,9429 GEORGIA AVE,SILVER SPRING,MD,20910,DBW040,On/Off-Premise,YAN WING INC.,"9429 GEORGIA AVE
SILVER SPRING, MD 20910
(39.009293, -77.040466)"
CHEESE & WINE SHOPPE,2501 ENNALLS AVE,SILVER SPRING,MD,20902,DBW1060593,On/Off-Premise,"KYUNG & RAPHAEL, INC.","2501 ENNALLS AVE
SILVER SPRING, MD 20902
(39.039973, -77.053024)"
RODMANS PARTY BOUTIQUE,4301 RANDOLPH ROAD,SILVER SPRING,MD,20906,DBW067,On/Off-Premise,"DISC. DRUGS WISCONSIN, INC.","4301 RANDOLPH ROAD
SILVER SPRING, MD 20906
(39.055656, -77.083411)"
ROOTS MARKET,16800 GEORGIA AVE,OLNEY,MD,20832,DBW078,On/Off-Premise,"ROOTS OLNEY, LLC","16800 GEORGIA AVE
OLNEY, MD 20832
(39.131892, -77.0707)"
BOCA BOTANA'S,239 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR21334,On Premise,BOCA BOTANA'S INC,"239 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.128618, -77.208309)"
QUINCY'S BETHESDA BAR & GRILLE,4922 DEL RAY AVENUE,BETHESDA,MD,20814,BBWLHR23612,On Premise,4922 DEL RAY LLC,"4922 DEL RAY AVENUE
BETHESDA, MD 20814
(38.989251, -77.099419)"
YEKTA KABOBI,1488 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWHR103,On Premise,YEKTA DELI & IMPORTED GROCERIE,"1488 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.065488, -77.126898)"
LENOX BEER & WINE GOURMET MKT,"1400 EAST-WEST HIGHWAY, UNIT A",SILVER SPRING,MD,20910,ABW219,Off Premise,"BTG HOLDINGS, INC.","1400 EAST-WEST HIGHWAY, UNIT A
SILVER SPRING, MD 20910
(38.994203, -77.033271)"
HORNET'S NEST GRILLE,9876 MAIN ST,DAMASCUS,MD,20872,HBW24736,On Premise,"HNG, LLC","9876 MAIN ST
DAMASCUS, MD 20872
(39.288345, -77.203819)"
CURRY PLACE,12951 WISTERIA DRIVE,GERMANTOWN,MD,20874,BBWHR124,On/Off-Premise,CURRY PLACE LLC,"12951 WISTERIA DRIVE
GERMANTOWN, MD 20874
(39.176957, -77.270181)"
BALDUCCI'S,10323 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,BBWHR014,Off Premise,BALDUCCI'S MARYLAND LLC,"10323 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(39.024686, -77.125087)"
LEDO PIZZA - BETHESDA,5245 RIVER ROAD,BETHESDA,MD,20816,BBWHR017,On Premise,"RIVER ROAD PIZZA, INC.","5245 RIVER ROAD
BETHESDA, MD 20816
(38.965448, -77.104631)"
JAVA NATION,10516 CONNECTICUT AVENUE,KENSINGTON,MD,20895,BKBWHR71919,On Premise,"JAVA NATION, INC","10516 CONNECTICUT AVENUE
KENSINGTON, MD 20895
(39.028674, -77.076305)"
THE WINE HARVEST AT PARK POTOMAC,12525 PARK POTOMAC AVE,POTOMAC,MD,20854,BBWHR106,On/Off-Premise,"WHPP, LLC","12525 PARK POTOMAC AVE
POTOMAC, MD 20854
(39.061522, -77.157886)"
NIWANO HANA,887 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWHR009,On Premise,"HANA ENTERPRISES, INC.","887 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.075222, -77.136967)"
GAITHERSBURG SUPERMARKET,220 EAST DIAMOND AVE,GAITHERSBURG,MD,20877,ABW23750,Off Premise,"GAITHERSBURG SUPERMARKET, INC","220 EAST DIAMOND AVE
GAITHERSBURG, MD 20877
(39.142071, -77.194462)"
FLOWER DELICATESSEN,8707 FLOWER AVE,SILVER SPRING,MD,20901,BBWHR044,Off Premise,"MFM, INC.","8707 FLOWER AVE
SILVER SPRING, MD 20901
(38.998543, -77.003672)"
SIU'S ASIAN BISTRO,12271 TECH ROAD,SILVER SPRING,MD,20904,BBWHR104,On Premise,"GINGER ASIAN BISTRO, LLC","12271 TECH ROAD
SILVER SPRING, MD 20904
(39.057296, -76.967895)"
GRILLMARX STEAKHOUSE & RAW BAR,12011 SNOWDEN FARM PARKWAY,CLARKSBURG,MD,20871,BBWLHR829,On Premise,"GRILLMARX CB, LLC","12011 SNOWDEN FARM PARKWAY
CLARKSBURG, MD 20871
(39.228519, -77.250549)"
TAPP'D BETHESDA,4915 SAINT ELMO AVE,BETHESDA,MD,20814,BBWLHR396,On Premise,"UNION JACK OF BETHESDA, LLC","4915 SAINT ELMO AVE
BETHESDA, MD 20814
(38.988538, -77.097736)"
TOKYO SUSHI,18301 LEAMAN FARM ROAD,GERMANTOWN,MD,20874,BBWHR142,On/Off-Premise,"ASIA CAFE 3, INC.","18301 LEAMAN FARM ROAD
GERMANTOWN, MD 20874
(39.158125, -77.278846)"
SHANGRI'LA,7345 A WISCONSIN AVE,BETHESDA,MD,20814,BBWHR24780,On/Off-Premise,"SHANGRILA MANAGEMENT, LLC","7345 A WISCONSIN AVE
BETHESDA, MD 20814
(38.983065, -77.093514)"
GEPETTO CATERING COMPANY,4505 QUEENSBURY ROAD,RIVERDALE,MD,20737,CATBWL26369,On Premise,"GEPETTO CATERING COMPANY, INC.","4505 QUEENSBURY ROAD
RIVERDALE, MD 20737
(38.963028, -76.938235)"
SUGARLOAF WINE CELLAR,12955 WISTERIA DR,GERMANTOWN,MD,20874,DBW25768,On/Off-Premise,"VHVP GROUP, LLC","12955 WISTERIA DR
GERMANTOWN, MD 20874
(39.177529, -77.271155)"
TARA THAI- MONTGOMERY MALL,7101 DEMOCRACY BLVD.,BETHESDA,MD,20817,BBWLHR21714,On Premise,"NORTH ASIATIC, INC","7101 DEMOCRACY BLVD.
BETHESDA, MD 20817
(39.0242, -77.1459)"
MOTI'S MARKET,4860 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852,BBWHR114,Off Premise,"ADAD, LLC","4860 BOILING BROOK PARKWAY
ROCKVILLE, MD 20852
(39.04702, -77.098189)"
MAMA WOK,9900 KEY WEST AVE,ROCKVILLE,MD,20850,BBWHR030,On Premise,"HHCC, INC.","9900 KEY WEST AVE
ROCKVILLE, MD 20850
(39.101127, -77.211708)"
CHICKEN BASKET,1336 EAST GUDE DRIVE,ROCKVILLE,MD,20850,BBWHR022,Off Premise,"CJK GROUP, INC.","1336 EAST GUDE DRIVE
ROCKVILLE, MD 20850
(39.096763, -77.135091)"
SAL'S ITALIAN KITCHEN,"7945 MACARTHUR BOULEVARD, #107",CABIN JOHN,MD,20818,BBWLHR867,On Premise,"CJ2, INC","7945 MACARTHUR BOULEVARD, #107
CABIN JOHN, MD 20818
(38.9747, -77.162727)"
FRANKLY...PIZZA!,10417 ARMORY AVENUE,KENSINGTON,MD,20895,BKBWHR005,On Premise,"FRANKLY...FOOD, LLC","10417 ARMORY AVENUE
KENSINGTON, MD 20895
(39.027488, -77.074782)"
EL PATIO,5240 RANDOLPH ROAD,ROCKVILLE,MD,20852,BBWHR113,On Premise,"EL PATIO INTERNATIONAL, INC.","5240 RANDOLPH ROAD
ROCKVILLE, MD 20852
(39.053407, -77.105447)"
L'ACADEMIE DE CUISINE - GAITH,16006 INDUSTRIAL DRIVE,GAITHERSBURG,MD,20877,SCSBW002,On Premise,"L'ACADEMIE DE CUISINE, INC.","16006 INDUSTRIAL DRIVE
GAITHERSBURG, MD 20877
(39.118099, -77.189688)"
GUDE DELI,14809 SOUTHLAWN LANE,ROCKVILLE,MD,20850,BBWHR080,Off Premise,"C&C BUSINESS ENTERPRISE, INC.","14809 SOUTHLAWN LANE
ROCKVILLE, MD 20850
(39.098696, -77.136222)"
N-GUSTO ITALIAN GRILL-BETHESDA,4733 ELM STREET,BETHESDA,MD,20814,BBWLHR26103,On Premise,"GUSTO BETHESDA, LLC","4733 ELM STREET
BETHESDA, MD 20814
(38.982164, -77.095681)"
EATHAI,"4011 E. NORBECK RD, UNIT E",ROCKVILLE,MD,20853,HBW25816,On Premise,"121 FOOD & SERVICE, inc","4011 E. NORBECK RD, UNIT E
ROCKVILLE, MD 20853
(39.109481, -77.077695)"
PARKWAY DELICATESSEN,8317 GRUBB ROAD,SILVER SPRING,MD,20910,BBWHR031,Off Premise,G.G.S. INCORPORATED,"8317 GRUBB ROAD
SILVER SPRING, MD 20910
(38.992227, -77.04924)"
SOUTHLAWN RESTAURANT,663 LOFSTRAND LANE,ROCKVILLE,MD,20850,BBWHR006,On Premise,SUNG SOOK YOON,"663 LOFSTRAND LANE
ROCKVILLE, MD 20850
(39.094306, -77.137741)"
DENISE BAKERI & DELI,25901 FREDERICK AVE,CLARKSBURG,MD,20871,BBWHR133,On Premise,"DENISE BAKERY, INC","25901 FREDERICK AVE
CLARKSBURG, MD 20871
(39.281096, -77.31494)"
PIZZA CS,"1596 ROCKVILLE PIKE, UNIT B",ROCKVILLE,MD,20850,BBWHR115,On Premise,"PIZZA CS, LLC","1596 ROCKVILLE PIKE, UNIT B
ROCKVILLE, MD 20850
(39.06281, -77.124769)"
DAWSONS MARKET,225 N. WASHINGTON STREET,ROCKVILLE,MD,20850,BBWHR129,On/Off-Premise,"ET ROCKVILLE, LLC","225 N. WASHINGTON STREET
ROCKVILLE, MD 20850
(39.085821, -77.152964)"
AMERICAN DANCE INSTITUTE,1570 EAST JEFFERSON STREET,ROCKVILLE,MD,20852,STBW005,On Premise,1570 EAST JEFFERSON STREET,"1570 EAST JEFFERSON STREET
ROCKVILLE, MD 20852
(39.062997, -77.129636)"
ARMAND'S PIZZERIA & GRILLE,190 HALPINE ROAD,ROCKVILLE,MD,20852,BBWHR137,On/Off-Premise,"SAPHRO, LLC.","190 HALPINE ROAD
ROCKVILLE, MD 20852
(39.060989, -77.125548)"
NOT YOUR AVERAGE JOE'S,245 KENTLANDS BLVD.,GAITHERSBURG,MD,20878,BBWLHR720,On Premise,"NOT YOUR AVERAGE JOE'S MD, LLC","245 KENTLANDS BLVD.
GAITHERSBURG, MD 20878
(39.123269, -77.236808)"
BEEFSTEAK,7101 DEMOCRACY BOULEVARD,BETHESDA,MD,20817,DBW25940,On Premise,"BEEFSTEAK OPERATOR, LLC","7101 DEMOCRACY BOULEVARD
BETHESDA, MD 20817
(39.0242, -77.1459)"
ROCKVILLE MOOSE LODGE #1540,13755 TRAVILAH ROAD,ROCKVILLE,MD,20850,CBWLFV018,On Premise,LOYAL ORDER OF MOOSE ROCKVILLE,"13755 TRAVILAH ROAD
ROCKVILLE, MD 20850
(39.080418, -77.239874)"
THAYEKARI INDIAN BISTRO,19833 CENTURY BOULEVARD,GERMANTOWN,MD,20874,BBWHR140,On/Off-Premise,"THAYEKARI, LLC","19833 CENTURY BOULEVARD
GERMANTOWN, MD 20874
(39.181304, -77.266593)"
BROADWAY PIZZA,7965 TUCKERMAN LANE,POTOMAC,MD,20854,BBWHR012,On Premise,BROADWAY PIZZA LLC .,"7965 TUCKERMAN LANE
POTOMAC, MD 20854
(39.040278, -77.15795)"
TAPABAR,4901 FAIRMONT AVE,BETHESDA,MD,20814,BBWLHR24687,On Premise,BOLD BITE 1 INC,"4901 FAIRMONT AVE
BETHESDA, MD 20814
(38.988316, -77.096758)"
BLACK MARKET BISTRO,4600 WAVERLY AVE,GARRETT PARK,MD,20895,BBWHR004,On Premise,"M.W. TAPPAN, LLC,","4600 WAVERLY AVE
GARRETT PARK, MD 20895
(39.038526, -77.093264)"
MEXICAN GRILL,19710-K FISHER AVE,POOLESVILLE,MD,20837,BBWLHR25584,On Premise,"MEXICAN GRILL, LLC","19710-K FISHER AVE
POOLESVILLE, MD 20837
(39.144824, -77.412219)"
SENECA MEADOWS BEER & WINE,"20640 SENECA MEADOWS PARKWAY,",GERMANTOWN,MD,20876,ABW271,Off Premise,"ARIDI ENTERPRISE, INC","20640 SENECA MEADOWS PARKWAY,
GERMANTOWN, MD 20876
(39.198135, -77.254908)"
N-MEDIUM RARE,4904 FAIRMONT AVE,BETHESDA,MD,20814,BBWLHR25766,On Premise,"MEDIUM RARE BETHESDA, LLC","4904 FAIRMONT AVE
BETHESDA, MD 20814
(38.987839, -77.097231)"
FOOD STOP MINI MART,4820 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852,ABWS091,Off Premise,"BOILING BROOK PARKWAY FOODS, I","4820 BOILING BROOK PARKWAY
ROCKVILLE, MD 20852
(39.047707, -77.099397)"
EVALASH AND NAIL LOUNGE,10225A OLD GEORGETOWN ROAD,BETHESDA,MD,20814,SBSBW18692,On Premise,EVALASH AND NAIL LOUNGE,"10225A OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(39.022915, -77.123804)"
BOULEVARD TAVERN,311 KENTLANDS BOULEVARD,GAITHERSBURG,MD,20878,BBWLHR838,On Premise,"BLVD TAVERN, LLC","311 KENTLANDS BOULEVARD
GAITHERSBURG, MD 20878
(39.123291, -77.237156)"
SHEGER SPRING CAFE,900 SILVER SPRING AVENUE,SILVER SPRING,MD,20910,BBWLHR21274,On Premise,"SHEGER SPRING CAFE, LLC","900 SILVER SPRING AVENUE
SILVER SPRING, MD 20910
(38.991699, -77.024028)"
BALAGGER RESTUARANT,8081 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR25668,On Premise,AGGER INC,"8081 GEORGIA AVE
SILVER SPRING, MD 20910
(38.990148, -77.026573)"
EL SOL SALVADOREAN & MEXICAN REST.,13881 OUTLET DRIVE,SILVER SPRING,MD,20904,BBWHR441,On Premise,"HERJACAIM, INC.","13881 OUTLET DRIVE
SILVER SPRING, MD 20904
(39.082719, -76.94644)"
FINE WINE OF WHEATON,11211 GEORGIA AVENUE,WHEATON,MD,20902,ABW273,Off Premise,"MJ HOLDINGS, INC","11211 GEORGIA AVENUE
WHEATON, MD 20902
(39.038862, -77.050857)"
GOURMET BEER & WINE,"11510 ROCKVILLE PIKE, UNIT E",ROCKVILLE,MD,20852,ABWS166,Off Premise,MASSOUD OMIDVAR,"11510 ROCKVILLE PIKE, UNIT E
ROCKVILLE, MD 20852
(39.045006, -77.111963)"
THE THAI CUISINE RESTAURANT,757 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,HBW285,On Premise,THE THAI CUISINE RESTAURANT 20,"757 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.093247, -77.15334)"
GIO'S CHICKEN,13643 GEORGIA AVENUE,SILVER SPRING,MD,20906,BBWHR22686,On/Off-Premise,"CHICKEN RICO ASPEN HILL, INC.","13643 GEORGIA AVENUE
SILVER SPRING, MD 20906
(39.078957, -77.072584)"
BETHESDA CO-OP,6500 SEVEN LOCKS ROAD,CABIN JOHN,MD,20818,ABWS099,Off Premise,"BETHESDA COMMUNITY FOOD STORE,","6500 SEVEN LOCKS ROAD
CABIN JOHN, MD 20818
(38.975109, -77.161522)"
TAIPEI CAFE,802 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,BBWHR138,On/Off-Premise,"BROTHERS BISTRO, LLC","802 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.094245, -77.153434)"
WOODMOOR SUPERMARKET,10129 COLESVILLE ROAD,SILVER SPRING,MD,20901,ABWS044,Off Premise,"CHOI MARKET, INC.","10129 COLESVILLE ROAD
SILVER SPRING, MD 20901
(39.021087, -77.012089)"
MIDDLE EAST CUISINE,7006 CARROLL AVE,TAKOMA PARK,MD,20912,BBWLHR041,On Premise,"3H BROTHERS, INC.","7006 CARROLL AVE
TAKOMA PARK, MD 20912
(38.97481, -77.011983)"
YOSHIYA SUSHI,9122 ROTHBURY DRIVE,MONTGOMERY VILLAGE,MD,20886,BBWHR118,On Premise,YOSHIYA SUSHI,"9122 ROTHBURY DRIVE
MONTGOMERY VILLAGE, MD 20886
(39.185435, -77.188651)"
MUSE PAINTBAR,217 BOARDWALK PLACE,GAITHERSBURG,MD,20878,HBW25582,On Premise,"MUSE PAINTBAR, LLC","217 BOARDWALK PLACE
GAITHERSBURG, MD 20878
(39.116904, -77.198506)"
MARKET ON THE BOULEVARD,7945 MACARTHUR BLVD,CABIN JOHN,MD,20818,BBWHR085,Off Premise,"NEXKIM, INC.","7945 MACARTHUR BLVD
CABIN JOHN, MD 20818
(38.9747, -77.162727)"
THE MARKET AT RIVER FALLS,10124 RIVER ROAD,POTOMAC,MD,20854,ABWS19213,Off Premise,"JAAT, INC.","10124 RIVER ROAD
POTOMAC, MD 20854
(39.017405, -77.208116)"
DAD'S BEER & WINE,603 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,ABWS203,Off Premise,"DAD'S BEER & WINE, LLC","603 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.091973, -77.153201)"
KENSINGTON SUB & PIZZA,"3701 UNIVERSITY BLVD., WEST",KENSINGTON,MD,20895,BBWHR003,Off Premise,KENSINGTON SUB & PIZZA,"3701 UNIVERSITY BLVD., WEST
KENSINGTON, MD 20895
(39.033356, -77.073205)"
N-GUSTO ITALIAN GRILL-SS,8512 FENTON STREET,SILVER SPRING,MD,20910,BBWLHR26102,On Premise,"GUSTO SILVER SPRING, LLC","8512 FENTON STREET
SILVER SPRING, MD 20910
(38.995876, -77.024605)"
INFERNO PIZZERIA,12207 DARNESTOWN ROAD,GAITHERSBURG,MD,20878,HBW22015,On Premise,"PIZZERIA INFERNO, LLC","12207 DARNESTOWN ROAD
GAITHERSBURG, MD 20878
(39.118159, -77.254335)"
MAMA WOK & TERIYAKI,595 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,BBWHR086,On Premise,"3CCL, LLC","595 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.091536, -77.153058)"
APOLLO RESTAURANT,12 N WASHINGTON ST,ROCKVILLE,MD,20850,BBWLHR24434,On Premise,"DABKE, LLC","12 N WASHINGTON ST
ROCKVILLE, MD 20850
(39.084382, -77.152911)"
MOSAIC CUISINE & CAFE,186 HALPINE ROAD,ROCKVILLE,MD,20852,BBWLHR010,On Premise,"GINOU, INC.","186 HALPINE ROAD
ROCKVILLE, MD 20852
(39.060295, -77.126871)"
PINES OF ROME,4709 HAMPDEN LANE,BETHESDA,MD,20814,BBWHR045,On Premise,"LA TAVERNA, INC.","4709 HAMPDEN LANE
BETHESDA, MD 20814
(38.982808, -77.094381)"
VFW POST NO. 350,6420 ORCHARD AVE,TAKOMA PARK,MD,20912,CBWLFV1,On Premise,POST NO. 350 VFW OF THE U.S,"6420 ORCHARD AVE
TAKOMA PARK, MD 20912
(38.96899, -77.002326)"
AJI-NIPPON RESTAURANT,6937 ARLINGTON RD,BETHESDA,MD,20814,BBWHR089,On Premise,"ASAHI FUSION, INC.","6937 ARLINGTON RD
BETHESDA, MD 20814
(38.97936, -77.098649)"
GUAPO'S - GAITHERSBURG,411 NORTH FREDERICK AVE,GAITHERSBURG,MD,20877,BBWLHR639,On Premise,"GUAPOS OF ROCKVILLE PIKE, INC.","411 NORTH FREDERICK AVE
GAITHERSBURG, MD 20877
(39.146303, -77.204463)"
FULL ON CRAFT EATS & DRINKS,4007-D NORBECK ROAD,ROCKVILLE,MD,20853,BBWHR136,On Premise,"FULL ON CRAFT EATS&DRINKS, LLC","4007-D NORBECK ROAD
ROCKVILLE, MD 20853
(39.10949, -77.076962)"
ATTMAN'S DELI,7913 TUCKERMAN LANE,POTOMAC,MD,20854,BBWHR132,On Premise,ATTMANS DELICATESSEN CABIN JOH,"7913 TUCKERMAN LANE
POTOMAC, MD 20854
(39.039786, -77.157035)"
ADDIS BEER & WINE,730 SLIGO AVENUE,SILVER SPRING,MD,20910,ABW275,Off Premise,"730 SLIGO BEER & WINE, INC","730 SLIGO AVENUE
SILVER SPRING, MD 20910
(38.990094, -77.019327)"
LEDO PIZZA - OLNEY,3472 OLNEY LAYTONSVILLE ROAD,OLNEY,MD,20832,BBWHR116,On Premise,"C.KENNETH CARGILE,INC","3472 OLNEY LAYTONSVILLE ROAD
OLNEY, MD 20832
(39.154395, -77.069141)"
THAI TASTE,11315 FERN STREET,WHEATON,MD,20902,BBWHR139,On/Off-Premise,MAX'S PROJECTS CORP,"11315 FERN STREET
WHEATON, MD 20902
(39.040715, -77.049457)"
TYBER BIERHAUS,7525 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,BBWLHR836,On Premise,"HELLO HOSPITALITY VI, LLC.","7525 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(38.985153, -77.094867)"
LEDO PIZZA AND PASTA,1319-H ROCKVILLE PIKE,ROCKVILLE,MD,20852,BDBWLHR25818,On/Off-Premise,"RICAR ENTERPRISES, LLC","1319-H ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.068857, -77.130157)"
MOBY DICK SEAFOOD,11220 TRIANGLE LANE,SILVER SPRING,MD,20902,BBWHR023,On Premise,HO KANG,"11220 TRIANGLE LANE
SILVER SPRING, MD 20902
(39.03902, -77.051708)"
PERUVIAN COUNTRY CHICKEN,10118 COLESVILLE ROAD,SILVER SPRING,MD,20901,BBWHR135,On/Off-Premise,PERUVIAN COUNTRY CHICKEN LLC.,"10118 COLESVILLE ROAD
SILVER SPRING, MD 20901
(39.020772, -77.01246)"
MIDDLEBROOK DISCOUNT B & W,19601 FREDERICK ROAD,GERMANTOWN,MD,20876,ABW257,Off Premise,"SOHRABS, INC","19601 FREDERICK ROAD
GERMANTOWN, MD 20876
(39.177455, -77.238444)"
WISTERIA BEER & WINE,"13200 WISTERIA DRIVE, UNIT #4",GERMANTOWN,MD,20874,ABWS276,Off Premise,"WISTERIA BEER & WINE, LLC","13200 WISTERIA DRIVE, UNIT #4
GERMANTOWN, MD 20874
(39.179962, -77.274795)"
THE GREENE TURTLE,15660 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR18694,On Premise,GT BURTONSVILLE LLC,"15660 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.112047, -76.932571)"
PETERS CARRY OUT,8017 WISCONSIN AVE,BETHESDA,MD,20814,BBWHR029,Off Premise,PETERS CARRY OUT,"8017 WISCONSIN AVE
BETHESDA, MD 20814
(38.990897, -77.09554)"
OLNEY THEATRE CENTER,2001 OLNEY-SANDY SPRING ROAD,OLNEY,MD,20832,SBWLCPA003,On Premise,OLNEY THEATRE CENTER FOR THE A,"2001 OLNEY-SANDY SPRING ROAD
OLNEY, MD 20832
(39.144357, -77.045915)"
FAMOUS DAVE'S,20600 SENECA MEADOWS PKWY,GERMANTOWN,MD,20876,BBWLHR805,On Premise,FAMOUS DAVE'S RIBS OF MARYLAND,"20600 SENECA MEADOWS PKWY
GERMANTOWN, MD 20876
(39.198574, -77.256639)"
OLNEY ALE HOUSE,2000 OLNEY SANDY SPRING ROAD,SANDY SPRING,MD,20832,BBWHR027,On Premise,OOAH LLC,"2000 OLNEY SANDY SPRING ROAD
SANDY SPRING, MD 20832
(39.144404, -77.042868)"
PIZZERIA DAMARCO,8008 WOODMONT AVE,BETHESDA,MD,20814,BBWHR109,On Premise,"LIONSGATE RESTAURANT, LLC","8008 WOODMONT AVE
BETHESDA, MD 20814
(38.990253, -77.096487)"
CALIFORNIA GRILL,14 BUREAU DRIVE,GAITHERSBURG,MD,20877,BBWLHR24575,On Premise,CALIFORNIA GRILL S.S.D.N inc,"14 BUREAU DRIVE
GAITHERSBURG, MD 20877
(39.142705, -77.217416)"
JERRY'S PIZZA & SUBS-OLNEY,18100 GEORGIA AVENUE,OLNEY,MD,20832,BBWHR24644,On Premise,"JERRY'S OLNEY, LLC","18100 GEORGIA AVENUE
OLNEY, MD 20832
(39.153859, -77.066953)"
HANARO RESTAURANT AND LOUNGE,7820 NORFOLK AVE,BETHESDA,MD,20814,BBWLHR24554,On Premise,"TWMK, LLC","7820 NORFOLK AVE
BETHESDA, MD 20814
(38.988882, -77.097195)"
N-NAZRET MARKET,8120 GEORGIA AVE,SILVER SPRING,MD,20910,ABW26251,Off Premise,"NAZRET IMPORT, LLC","8120 GEORGIA AVE
SILVER SPRING, MD 20910
(38.990718, -77.026721)"
ARTS ON THE GREEN,311 KENT SQUARE ROAD,GAITHERSBURG,MD,20878,STBW1072567,On Premise,CITY OF GAITHERSBURG,"311 KENT SQUARE ROAD
GAITHERSBURG, MD 20878
(39.118543, -77.239216)"
CALIENTE RESTAURANT & BAR,2442 ENNALLS AVE,SILVER SPRING,MD,20902,BBWLHR763,On Premise,"CALIENTE RESTAURANT & BAR, COR","2442 ENNALLS AVE
SILVER SPRING, MD 20902
(39.040227, -77.052594)"
CONGRESSIONAL COUNTRY CLUB,8500 RIVER ROAD,POTOMAC,MD,20854,CBWLCC010,On Premise,"CONGRESSIONAL COUNTRY CLUB, IN","8500 RIVER ROAD
POTOMAC, MD 20854
"
CRISFIELD SEAFOOD RESTAURANT,8012 GEORGIA AVE,SILVER SPRING,MD,20910,BBWHR024,On Premise,"CRISFIELD SEAFOOD REST CO, INC","8012 GEORGIA AVE
SILVER SPRING, MD 20910
(38.988362, -77.02673)"
BIBIM,923 SLIGO AVENUE,SILVER SPRING,MD,20910,BBWLHR871,On Premise,"923 SLIGO, LLC","923 SLIGO AVENUE
SILVER SPRING, MD 20910
(38.990229, -77.025001)"
MODERN MARKET,4930 ELM STREET #90,BETHESDA,MD,20814,BBWLHR26245,On Premise,"MODMARKET,LLC","4930 ELM STREET #90
BETHESDA, MD 20814
(38.982105, -77.097386)"
